game,crc,name
1,FF901386,HMM_HIR_Mhk_Norm
1,A3AC9CE7,HMM_HIR_Mhk_Scalp_Diff
1,A2006BD7,HMM_HIR_Mhk_Scalp_Mask
1,42A987A7,HMM_HIR_Mhk_Scalp_Norm
1,CD479566,HMM_HIR_Mhk_Tang
1,60167879,HMM_HAT_Off_Diff_Stack
1,2F61E37A,HMM_HAT_Off_Norm
1,ACFE1F95,HMM_HIR_Rsk_Diff
1,7B14BE01,HMM_HIR_Rsk_Mask
1,E7D27E5E,HMM_HIR_Rsk_Norm
1,65D7D946,HMM_HIR_Rsk_Tang
1,187D6855,HMM_HIR_Sar_Diff
1,30324374,HMM_HIR_Sar_Mask
1,77762986,HMM_HIR_Sar_Norm
1,981C7933,HMM_HIR_Sar_Tang
1,91FD1609,HMM_HIR_Ssk_Diff
1,885C9457,HMM_HIR_Ssk_Mask
1,C0D97B49,HMM_HIR_Ssk_Norm
1,92BC0A72,HMM_HIR_Ssk_Tang
1,C728DDE5,HMM_HIR_PROShort01_Diff
1,C1174306,HMM_HIR_PROShort01_Norm
1,D9A96431,HMM_HIR_PROShort01_Opac_M01
1,283037A3,HMM_HIR_PROShort01_Spec
1,42F43AD2,HMM_HIR_PROShort01_Tang
1,0B6A5769,HMM_HIR_PROShort02_Diff
1,05BE4EC9,HMM_HIR_PROShort02_Mask
1,175C78EC,HMM_HIR_PROShort02_Norm
1,9D8AFC8B,HMM_HIR_PROShort02_Tang
1,7C69DA8B,HMM_HIR_PROShort03_Diff
1,2A2B069F,HMM_HIR_PROShort03_Norm
1,3B432F95,HMM_HIR_PROShort03_Opac_M01
1,10B39F59,HMM_HIR_PROShort03_Tang
1,2A806BE6,HMM_HIR_Short_Scalp_Diff
1,03296B33,HMM_HIR_Short_Scalp_Mask
1,A4C5FB8C,HMM_HIR_Short_Scalp_Norm
1,B81F68C5,HMM_HIR_Spa_Diff
1,8DA4D3E3,HMM_HIR_Spa_Mask
1,10A1FDEA,HMM_HIR_Spa_Norm
1,06A34276,HMM_HIR_Spa_Tang
1,10D4B42C,HMM_HIR_Afr_Diff
1,ED8F0B50,HMM_HIR_Afr_Mask
1,329D82E4,HMM_HIR_Afr_Norm
1,659F0F0D,HMM_HIR_Afr_Tang
1,5815A8B5,HMM_HIR_Rol_Diff
1,3B838E33,HMM_HIR_Rol_Mask
1,6CD99F7E,HMM_HIR_Rol_Norm
1,D51F964A,HMM_HIR_Rol_Tang
1,0B46E114,HMM_HIR_Slk_Diff
1,463E3ADD,HMM_HIR_Slk_Mask
1,AC812116,HMM_HIR_Slk_Norm
1,465E83C2,HMM_HIR_Slk_Tang
1,24F88FE3,HMM_HIR_Wil_Diff
1,E0CD1FF0,HMM_HIR_Wil_Mask
1,162C2757,HMM_HIR_Wil_Norm
1,6D1FE5A0,HMM_HIR_Wil_Tang
1,E4B94B7C,HMM_HAT_Vsr_Diff_Stack
1,F74EBF6B,HMM_HAT_VSR_Norm
1,0016052E,HMM_HLT_LGT_Emis
1,DB2455F0,KRO_ARM_CTHa_Thu_Norm_Stack
1,0ED86733,KRO_ARM_CTHa_Exe_Norm_Stack
1,D8E18201,KRO_ARM_CTHa_La1_Norm_Stack
1,FED122FF,KRO_ARM_CTHa_La2_Norm_Stack
1,F4E329DD,KRO_ARM_CTHa_Sci_Norm_Stack
1,50A42128,KRO_ARM_CTHa_Tnt_Diff
1,7EE85592,KRO_ARM_CTHa_Tnt_Mask
1,DDF1EB0B,KRO_ARM_CTHa_Tnt_Strp
1,0D0E7EC3,KRO_ARM_HVYa_Corp_Diff_Stack
1,F8CD4655,KRO_ARM_HVYa_Corp_Norm_Stack
1,30D904C0,KRO_ARM_HVYa_Corp_Spwr_Stack
1,770D8AE7,KRO_ARM_HVYa_Cry_Diff_Stack
1,9C401903,KRO_ARM_HVYa_Cry_Spwr_Stack
1,E0A61D71,KRO_ARM_HVYa_Des_Diff_Stack
1,7CD4A75F,KRO_ARM_HVYa_Jun_Diff_Stack
1,F2D8AD37,KRO_ARM_HVYa_Jun_Norm_Stack
1,4601AB37,KRO_ARM_HVYa_Jun_SPwr_Stack
1,EC322D5A,KRO_ARM_HVYa_Rad_Diff_Stack
1,6143F51A,KRO_ARM_HVYa_Rad_Spwr_Stack
1,449107A2,KRO_ARM_HVYa_Red_Diff_Stack
1,1EB6588B,KRO_ARM_HVYa_Sim_Diff_Stack
1,02EE80DC,KRO_ARM_HVYa_Sim_SPwr_Stack
1,987C795F,KRO_ARM_HVYa_Spe_Diff_Stack
1,A9ABD209,KRO_ARM_HVYa_Spe_SPwr_Stack
1,A23A162F,KRO_ARM_HVYa_Ter_Diff_Stack
1,6CDBCF40,KRO_ARM_HVYa_Ter_SPwr_Stack
1,956AAAB6,KRO_ARM_HVYa_The_Diff_Stack
1,7B1F5D7A,KRO_ARM_HVYa_Urb_Diff_Stack
1,74CE308E,KRO_ARM_HVYa_Win_Diff_Stack
1,163203F8,KRO_ARM_HVYb_Mer_Diff_Stack
1,097DB6A9,KRO_ARM_HVYb_Mer_Norm_Stack
1,19595A07,KRO_ARM_HVYb_Mer_SPwr_Stack
1,3498ECFD,KRO_ARM_HVYc_Ubr_Diff_Stack
1,39914EA6,KRO_ARM_HVYc_Ubr_Norm_Stack
1,D5507FBB,KRO_ARM_HVYc_Ubr_Spwr_Stack
1,A820F5D7,KRO_ARM_MEDa_Cry_Diff_Stack
1,E1009BB1,KRO_ARM_MEDa_Des_Diff_Stack
1,33710D8B,KRO_ARM_MEDa_Jun_Diff_Stack
1,E604A5D4,KRO_ARM_MEDa_Jun_Norm_Stack
1,E1ADFDE2,KRO_ARM_MEDa_Jun_SPwr_Stack
1,42EF8654,KRO_ARM_MEDa_Rad_Diff_Stack
1,FF1CA5DA,KRO_ARM_MEDa_Rad_Norm_Stack
1,6E97B1B6,KRO_ARM_MEDa_Red_Diff_Stack
1,EFCFFBA2,KRO_ARM_MEDa_Red_SPwr_Stack
1,564EFB8A,KRO_ARM_MEDa_Sim_Diff_Stack
1,9072BA26,KRO_ARM_MEDa_Sim_Norm_Stack
1,F576F91A,KRO_ARM_MEDa_Sim_SPwr_Stack
1,DC60D63D,KRO_ARM_MEDa_Spe_Diff_Stack
1,4AAB67B8,KRO_ARM_MEDa_Ter_Diff_Stack
1,195E55F3,KRO_ARM_MEDa_Ter_SPwr_Stack
1,7501FFD8,KRO_ARM_MEDa_The_Diff_Stack
1,470D1804,KRO_ARM_MEDa_Urb_Diff_Stack
1,A5AED2E1,KRO_ARM_MEDa_Win_Diff_Stack
1,85C77999,KRO_ARM_NKDa_Ber_Norm
1,34A76E59,KRO_HED_PRO_Eye_Diff
1,F25DF53C,KRO_HED_PRO_Eye_Iris_Norm
1,C7BC68E5,KRO_HED_PRO_Eye_Lens_Norm
1,664A2CFD,KRO_HED_PRO_Eye_Mask
1,E13FE8B5,KRO_HED_PRO_Eye_Spec
1,B82408DD,KRO_HED_ALL_Black
1,D0BF4DBC,KRO_HED_ALL_Norm
1,7538941A,KRO_HED_ALL_White
1,D9479D0F,KRO_HED_PRO_Add1
1,91AA0AE4,KRO_HED_PRO_Add2
1,50BE2CB3,KRO_HED_PRO_Diff
1,B44AB326,KRO_HED_PRO_Mask
1,B7D5F1D0,KRO_HED_PRO_Norm
1,0FE408F4,KRO_HED_PRO_Tint
1,853E7CF5,KRO_HED_PRO_Tnt2
1,822EEFB1,KRO_HED_PROWrex_Diff
1,4C42CC1B,KRO_HED_PROWrex_Norm
1,B0AD677B,KRO_HED_PROWrex_Spec
1,0ADB3751,KRO_HGR_HVYa_Corp_Diff_Stack
1,598589DB,KRO_HGR_HVYa_Corp_Norm_Stack
1,05A9259F,KRO_HGR_HVYa_Corp_Strp
1,FBA5C2AC,KRO_HGR_HVYa_Corp_Tint
1,306200F3,KRO_HGR_HVYa_Sim_Diff_Stack
1,41AF5607,KRO_HGR_HVYa_Sim_Norm_Stack
1,AF1FB2FA,KRO_HGR_HVYa_Sim_Tint
1,4FBED90B,KRO_HGR_HVYb_Mer_Diff_Stack
1,3765F154,KRO_HGR_HVYb_Mer_Norm_Stack
1,5A9C12ED,KRO_HGR_HVYb_Mer_Spwr_Stack
1,8C16A25E,KRO_HGR_HVYc_Ubr_Diff_Stack
1,8C56A9B1,KRO_HGR_HVYc_Ubr_Norm_Stack
1,833DDF3B,KRO_HGR_HVYc_Ubr_Spwr_Stack
1,9D4CE032,KRO_HGR_MEDa_Sim_Diff_Stack
1,C72CF33E,KRO_HGR_MEDa_Sim_Norm_Stack
1,67982B6B,KRO_HGR_MEDa_Sim_Strp
1,F5265915,KRO_HGR_MEDa_Sim_Tint
1,FA1E2FC1,PRO_NKDa_Bas_Diff_Stack
1,756F7CAE,QRN_ARM_Bas_Spec
1,B4D0D58C,QRN_ARM_LGTa_Bas_Diff_Stack
1,F8601A87,QRN_ARM_LGTa_Bas_Norm_Stack
1,D2A17340,QRN_ARM_LGTa_Bas_Spwr_Stack
1,B7DB5974,QRN_ARM_LGTa_Vsr_Norm
1,5FB9EF88,QRN_ARM_LGT_Cry_Diff_Stack
1,BF7705A1,QRN_ARM_LGT_Cry_Spwr_Stack
1,AE51ECE3,QRN_ARM_LGT_Rad_Diff_Stack
1,4B7938CC,QRN_ARM_LGT_Rad_Spwr_Stack
1,BF288866,QRN_ARM_LGT_Red_Diff_Stack
1,FF6E48F4,QRN_ARM_LGT_Red_Norm_Stack
1,08133252,QRN_ARM_LGT_Red_Spwr_Stack
1,FF0D53FF,QRN_ARM_LGT_Spe_Diff_Stack
1,D7B0967C,QRN_ARM_LGT_Spe_Spwr_Stack
1,54706EB7,QRN_ARM_LGT_The_Diff_Stack
1,68C6B881,QRN_ARM_LGT_The_Spwr_Stack
1,A81CCD6F,QRN_ARM_LGTa_Vsr_Cube
1,E0B4B69C,QRN_ARM_LGTa_Vsr_Cube_B
1,E20A423B,QRN_ARM_LGTa_Vsr_Cube_C
1,E20A423B,CubemapFace0
1,E20A423B,CubemapFace1
1,E0B4B69C,CubemapFace2
1,E0B4B69C,CubemapFace3
1,E0B4B69C,CubemapFace4
1,E0B4B69C,CubemapFace5
1,2AAD3F46,SAL_CTHa_Am1_Norm_Stack
1,46934956,SAL_CTHa_Am2_Norm_Stack
1,5656F4D4,SAL_CTHa_Am3_Norm_Stack
1,FE0E590C,SAL_CTHa_Tnt_Diff
1,86182667,SAL_CTHa_Tnt_Diff_02
1,4E66322C,SAL_CTHa_Tnt_Diff_03
1,AF6B4012,SAL_CTHa_Tnt_Mask
1,8CE509AF,SAL_CTHa_Tnt_Mask_02
1,BAD8DF44,SAL_CTHa_Tnt_Mask_03
1,5028F3F4,SAL_CTHa_Tnt_Strp
1,F3E364C0,SAL_ARM_CTHb_Grim_M01
1,99C2819F,SAL_ARM_CTHb_Haz_Norm_Stack
1,C54ECB20,SAL_ARM_CTHb_Tnt_Diff
1,B9533530,SAL_ARM_CTHb_Tnt_Mask
1,2EA08D55,SAL_ARM_CTHb_Tnt_Strp
1,450A131D,SAL_ARM_CTHc_Thu_Norm_Stack
1,20125FC8,SAL_ARM_CTHc_Tnt_Diff
1,5D2D3122,SAL_ARM_CTHc_Tnt_Diff_02
1,9AF09261,SAL_ARM_CTHc_Tnt_Mask
1,E5AF6CAC,SAL_ARM_CTHc_Tnt_Mask_02
1,02C6455D,SAL_ARM_CTHc_Tnt_Strp
1,E8C0CA22,SAL_ARM_CTHd_Clu_Norm_Stack
1,BBC7B70D,SAL_ARM_CTHd_Ocs_Norm_Stack
1,1B80C3D0,SAL_ARM_CTHd_Sto_Norm_Stack
1,677FD833,SAL_ARM_CTHd_Tnt_Diff
1,2CBC108D,SAL_ARM_CTHd_Tnt_Diff_02
1,2824E227,SAL_ARM_CTHd_Tnt_Diff_03
1,C1539FBC,SAL_ARM_CTHd_Tnt_Mask
1,55B97568,SAL_ARM_CTHd_Tnt_Mask_02
1,429C972B,SAL_ARM_CTHd_Tnt_Mask_03
1,5010F85A,SAL_ARM_CTHd_Tnt_Strp
1,4F828940,SAL_ARM_CTHd_Tnt_Strp_02
1,DD268DFD,SAL_ARM_CTHe_Bin_Norm_Stack
1,282ABF0B,SAL_ARM_CTHe_Norm_Stack
1,47FE8C5A,SAL_ARM_CTHe_Tnt_Diff
1,31BBA164,SAL_ARM_CTHe_Tnt_Diff_02
1,4586CFB4,SAL_ARM_CTHe_Tnt_Mask
1,7355B04E,SAL_ARM_CTHe_Tnt_Strp
1,FCFD055D,SAL_ARM_LGTa_Com_Diff_Stack
1,1171D742,SAL_ARM_LGTa_Com_Norm_Stack
1,EBFF591A,SAL_ARM_LGTa_Com_SPwr_Stack
1,1E1D8E09,SAL_ARM_LGTa_Mer_Diff_Stack
1,13CD7ECF,SAL_ARM_LGTa_Mer_Norm_Stack
1,5BD229A2,SAL_ARM_LGTa_Mer_Spwr_Stack
1,73B75BE1,SAL_ARM_LGTa_Syn_Diff_Stack
1,B6F0D29D,SAL_ARM_LGTa_Syn_Norm_Stack
1,C7775786,SAL_ARM_LGTa_Syn_Spwr_Stack
1,67953131,SAL_HED_EYE_Diff
1,2BA32BF9,SAL_HED_EYE_Norm
1,0FFF1EA6,SAL_HED_EYE_Spec
1,3B01D609,SAL_HED_PRO_Add1
1,1B54AF6C,SAL_HED_PRO_Add2
1,F88AFD9F,SAL_HED_PRO_Add3
1,DF78D8E1,SAL_HED_PRO_Add4
1,CE08C3BC,SAL_HED_PRO_Add5
1,6C7176B0,SAL_HED_PRO_Add6
1,4D6849A5,SAL_HED_PRO_Mask
1,BF8AA9E3,SAL_HED_PRO_Tint
1,8F3567E2,SAL_HED_PRO_Diff
1,C04ED256,SAL_HED_PRO_Norm
1,2663A39E,SAL_HED_PRO_Tat1
1,CD52E410,SAL_HGR_CTHb_Diff_Stack
1,08D9B5A0,SAL_HGR_CTHb_Grim
1,2B22B662,SAL_HGR_CTHb_Norm_Stack
1,7BC4B388,SAL_HGR_CTHb_Tint
1,0C966451,SAL_HGR_LGTa_Diff_Stack
1,9060C865,SAL_HGR_LGTa_Norm
1,F974FFD0,SAL_HGR_LGTa_Tint
1,8F06DAAE,SAL_HGR_LGTa_Syn_Diff_Stack
1,F8F8BB0D,SAL_HGR_LGTa_Syn_Spwr_Stack
1,1F74ADC8,TUR_ARM_CTHa_La1_Norm_Stack
1,097E3A08,TUR_ARM_CTHa_La2_Norm_Stack
1,28E8419E,TUR_ARM_CTHa_Sci_Norm_Stack
1,A3A0505C,TUR_ARM_CTHa_Sto_Norm_Stack
1,C8D24253,TUR_ARM_CTHa_Thu_Norm_Stack
1,2D2E554B,TUR_ARM_CTHa_Tnt_Diff
1,B4DDC8D3,TUR_ARM_CTHa_Tnt_Mask
1,9401CDB9,TUR_ARM_CTHa_Tnt_Strp
1,EC398792,TUR_ARM_CTHb_Am1_Diff_Stack
1,4E4B2A9D,TUR_ARM_CTHb_Am2_Norm_Stack
1,67B27DDD,TUR_ARM_CTHb_Tnt_Diff
1,6DD6E07B,TUR_ARM_CTHb_Tnt_Mask
1,CE5696F9,TUR_ARM_CTHb_Tnt_Stp
1,7467C1FE,TUR_ARM_CTHc_Tnt_Diff
1,E77A1BC0,TUR_ARM_CTHc_Tnt_Diff_02
1,23D0223B,TUR_ARM_CTHc_Tnt_Diff_03
1,0D7B0181,TUR_ARM_CTHc_Tnt_Mask
1,09671A48,TUR_ARM_CTHc_Tnt_Mask_02
1,254C2F9A,TUR_ARM_CTHc_Tnt_Mask_03
1,2A0B9682,TUR_ARM_CTHc_Tnt_Norm
1,A2986146,TUR_ARM_CTHc_Tnt_Strp
1,BDD94F60,TUR_ARM_CTHc_Tnt_Strp_02
1,965061A4,TUR_ARM_HVYa_Cor_Diff_Stack
1,F1A198EA,TUR_ARM_HVYa_Cor_Spwr_Stack
1,41966C07,TUR_ARM_HVYa_Cry_Diff_Stack
1,C6D36894,TUR_ARM_HVYa_Cry_Spwr_Stack
1,D16DA086,TUR_ARM_HVYa_Des_Diff_Stack
1,08AAEAEA,TUR_ARM_HVYa_Jun_Diff_Stack
1,42993F23,TUR_ARM_HVYa_Jun_Spwr_Stack
1,B152D697,TUR_ARM_HVYa_Me1_Diff_Stack
1,60DB6DF2,TUR_ARM_HVYa_Me2_Diff_Stack
1,90B43BA8,TUR_ARM_HVYa_Me2_SPwr_Stack
1,31051515,TUR_ARM_HVYa_Me3_Diff_Stack
1,21726B6D,TUR_ARM_HVYa_Rad_Diff_Stack
1,821C4EE4,TUR_ARM_HVYa_Red_Diff_Stack
1,5FD236C7,TUR_ARM_HVYa_Sim_Diff_Stack
1,7D457532,TUR_ARM_HVYa_Sim_Norm_Stack
1,B718AD37,TUR_ARM_HVYa_Sim_SPwr_Stack
1,86749506,TUR_ARM_HVYa_Spe_Diff_Stack
1,17A6F6A9,TUR_ARM_HVYa_Spe_Spwr_Stack
1,3868EBF9,TUR_ARM_HVYa_Syn_Diff_Stack
1,8273933E,TUR_ARM_HVYa_Syn_Spwr_Stack
1,7496C5F8,TUR_ARM_HVYa_Ter_Diff_Stack
1,8252AB4C,TUR_ARM_HVYa_Ter_Spwr_Stack
1,ED40C44C,TUR_ARM_HVYa_The_Diff_Stack
1,78192A2D,TUR_ARM_HVYa_The_Spwr_stack
1,F4544D10,TUR_ARM_HVYa_Urb_Diff_Stack
1,395DEB06,TUR_ARM_HVYa_Win_Diff_Stack
1,6729E920,TUR_ARM_LGTa_Diff_Stack
1,5C17F4B5,TUR_ARM_LGTa_Norm_Stack
1,22D02A2D,TUR_ARM_LGTa_Strp
1,9C65ABCE,TUR_ARM_LGTa_Tint
1,55AB1537,TUR_ARM_LGTb_Diff_Stack
1,9ECDB144,TUR_ARM_LGTb_Norm_Stack
1,B06326AB,TUR_ARM_LGTb_Spwr_Stack
1,BF47D543,TUR_ARM_MEDa_Cor_Diff_Stack
1,46B3F97D,TUR_ARM_MEDa_Cor_SPwr_Stack
1,019702AF,TUR_ARM_MEDa_Cry_Diff_Stack
1,B2610A10,TUR_ARM_MEDa_Cry_SPwr_Stack
1,3875F042,TUR_ARM_MEDa_Des_Diff_Stack
1,F74A8111,TUR_ARM_MEDa_Jun_Diff_Stack
1,557757D2,TUR_ARM_MEDa_Jun_SPwr_Stack
1,D60698D5,TUR_ARM_MEDa_Me1_Diff_Stack
1,9F2EDD3E,TUR_ARM_MEDa_Me1_SPwr_Stack
1,82AB275D,TUR_ARM_MEDa_Me2_Diff_Stack
1,AE353FC1,TUR_ARM_MEDa_Me2_SPwr_Stack
1,81B68EE1,TUR_ARM_MEDa_Ocs_Diff_Stack
1,835F1F7C,TUR_ARM_MEDa_Ocs_Norm_Stack
1,92ADACE2,TUR_ARM_MEDa_Ocs_SPwr_Stack
1,DF8D2FF9,TUR_ARM_MEDa_Rad_Diff_Stack
1,FEA080E8,TUR_ARM_MEDa_Rad_SPwr_Stack
1,D996B3E9,TUR_ARM_MEDa_Red_Diff_Stack
1,DCA4F102,TUR_ARM_MEDa_Red_SPwr_Stack
1,A9E5E7A0,TUR_ARM_MEDa_Sim_Diff_Stack
1,8BBDE8D6,TUR_ARM_MEDa_Sim_Norm_Stack
1,517837D0,TUR_ARM_MEDa_Sim_Spwr_Stack
1,320347CB,TUR_ARM_MEDa_Spe_Diff_Stack
1,4F7CE437,TUR_ARM_MEDa_Syn_Diff_Stack
1,A0E99BF3,TUR_ARM_MEDa_Syn_SPwr_Stack
1,0B6BEC9A,TUR_ARM_MEDa_Ter_Diff_Stack
1,8E472694,TUR_ARM_MEDa_Ter_SPwr_Stack
1,ABBBEEF3,TUR_ARM_MEDa_The_Diff_Stack
1,9C912C25,TUR_ARM_MEDa_The_SPwr_Stack
1,82247DCD,TUR_ARM_MEDa_Urb_Diff_Stack
1,59EFE86B,TUR_ARM_MEDa_Win_Diff_Stack
1,172AF6DE,TUR_HED_PRO_Add1
1,7EB2691E,TUR_HED_PRO_Add2
1,A49D7007,TUR_HED_PRO_Add3
1,CF82A23B,TUR_HED_PRO_Add4
1,8645A85C,TUR_HED_PRO_Diff_Stack
1,848EC85F,TUR_EYE_Diff
1,25287F40,TUR_EYE_Iris_Norm
1,246B4068,TUR_EYE_Lens_Norm
1,6FE51488,TUR_EYE_Mask
1,D4CE7750,TUR_Eye_Spec
1,39A26907,TUR_HED_PROGarrus_Diff_Stack
1,2FD222DE,TUR_HED_PROGarrus_Spec_Stack
1,0EB727D7,TUR_HED_PROGarrus_SPwr_Stack
1,DFD6C4AA,TUR_HED_PRO_Mask
1,D138A0BF,TUR_HED_PRO_Norm_Stack
1,0FFB5E09,TUR_HED_PRO_Tat1
1,ABA57DA4,TUR_HED_PRO_Tat2
1,262EE252,TUR_HED_PRO_Tint
1,4F24BAAF,TUR_HED_SAR_Diff_stack
1,2E8C32B7,TUR_HED_SAR_Opac_Stack
1,EAC0A246,TUR_HED_SAR_Spwr_stack
1,4CD8F86D,TUR_HED_SAR_Norm
1,3D51DBCC,TUR_BRT_HVY_Diff_Stack
1,D9B64AF4,TUR_BRT_HVY_Norm_Stack
1,E68B1C78,TUR_HGR_HVYa_Diff_Stack
1,956D049E,TUR_HGR_HVYa_Norm_Stack
1,1248EF75,TUR_HGR_HVYa_Strp
1,7886F9BB,TUR_HGR_HVYa_Tint
1,F361DFE3,TUR_HGR_MEDa_Diff_Stack
1,7BC29510,TUR_HGR_MEDa_Norm_Stack
1,A1A698F6,TUR_HGR_MEDa_Strp
1,BD01E28A,TUR_HGR_MEDa_Tint
1,5FD4E2F0,TUR_HIR_VSRa_Diff_Stack
1,E14080B4,TUR_HIR_VSRa_Emis_M01
1,5DA8ECFF,TUR_HIR_VSRa_Norm_Stack
1,5350C987,TUR_ARM_SAR_Diff_stack
1,15DA6838,TUR_ARM_SAR_Spec_stack
1,C6F626D1,TUR_ARM_SAR_Spwr_stack
1,CAC87FBF,TUR_SAR_HVYa_Norm
1,D011599F,ZMB_ARM_NKDa_Diff_Stack
1,185F2F1D,ZMB_ARM_NKDa_Norm_Stack
1,E3DA9780,ZMB_ARM_NKDa_Spec_Stack
1,0F5913E7,ZMB_ARM_NKDa_Spwr_Stack
1,2EAE8611,ZMB_ARM_NKDb_Diff_Stack
1,CA14699E,ZMB_ARM_NKDb_Norm_Stack
1,A7FBAFA8,ZMB_ARM_NKDb_Spec_Stack
1,2B804D98,ZMB_ARM_NKDc_Diff_Stack
1,644AD201,ZMB_ARM_NKDc_Norm_Stack
1,091C60DE,Dots_Env
1,78605D28,FX_Dirt_01_Dup
1,C04C39E5,GBL_WPN_ALL_White
1,B8E99B6C,Ice_01
1,091C60DE,CubemapFace0
1,091C60DE,CubemapFace1
1,091C60DE,CubemapFace2
1,091C60DE,CubemapFace3
1,091C60DE,CubemapFace4
1,091C60DE,CubemapFace5
1,4D5ADB6A,WPN_ASLa_Norm_Stack
1,5573111C,WPN_ASL_Tnt_Diff_Stack
1,041CD12E,WPN_ASL_Tnt_Mask_Stack
1,269DB615,WPN_ASL_Tnt_Strp_Stack
1,644DC927,WPN_ASL_Tnt_Strp_Stack_02
1,EE5C2F18,WPN_ASLb_Blu_Norm_Stack
1,2798D5FE,WPN_ASLb_Tnt_Diff_Stack
1,2F3C904F,WPN_ASLb_Tnt_Mask_Stack
1,011399F6,WPN_ASLb_Tnt_Strp_Stack
1,BA3ABAB4,WPN_ASLb_Tnt_Strp_Stack_02
1,BC4CF61B,WPN_ASL_Diff_Ice
1,93229006,WPN_BLSa_Norm_Stack
1,7DED7ED7,WPN_BLSa_Tnt_Diff
1,3D14BC79,WPN_BLSa_Tnt_Mask
1,28BA592B,WPN_BLSa_Tnt_Strp
1,89D901AB,WPN_BLSa_Tnt_Strp_02
1,0E7DE87B,WPN_BLSb_Blu_Norm_Stack
1,F3C9F05E,WPN_BLSb_Tnt_Diff
1,4D7FB402,WPN_BLSb_Tnt_Mask
1,55D91AA8,WPN_BLSb_Tnt_Strp
1,7C009E0C,WPN_BLSb_Tnt_Strp_02
1,C1CDF80C,WPN_BZKa_Diff_Stack
1,4D3372E9,WPN_BZKa_Norm_Stack
1,D72035CF,WPN_BZKa_Spec_Stack
1,25AC17BC,WPN_GRNb_Diff
1,FD559D14,WPN_GRNb_Norm
1,B16E6FFB,WPN_GTH_Diff_Stack
1,FF49F8C6,WPN_GTH_Norm_Stack
1,E99949FD,WPN_GTH_Spec_Stack
1,0A422321,WPN_PSTa_Norm_Stack
1,0EDC6B0F,WPN_PSTa_Tnt_Diff
1,6E1CCBF5,WPN_PSTa_Tnt_Mask
1,1DB15992,WPN_PSTa_Tnt_Strp
1,A15F1D40,WPN_PSTa_Tnt_Strp_02
1,38870609,WPN_PSTb_Blu_Norm_Stack
1,A7823BC3,WPN_PSTb_Tnt_Diff
1,B83B182E,WPN_PSTb_Tnt_Mask
1,467CCA40,WPN_PSTb_Tnt_Strp
1,9AA269C0,WPN_PSTb_Tnt_Strp_02
1,11517D37,WPN_SNPa_Sil_Norm_Stack
1,2BBCE22B,WPN_SNPa_Tnt_Diff
1,94D11029,WPN_SNPa_Tnt_Mask
1,783E6BBB,WPN_SNPa_Tnt_Strp
1,834EE723,WPN_SNPa_Tnt_Strp_02
1,24638E61,WPN_SNPb_Sil_Norm_Stack
1,D2B53A66,WPN_SNPb_Tnt_Diff
1,F129FC14,WPN_SNPb_Tnt_Mask
1,47FF2AB1,WPN_SNPb_Tnt_Strp
1,3BE402B4,WPN_SNPb_Tnt_Strp_02
1,6AFE472B,APL_KRO_Statue_Diff_Stack
1,BD7BA60D,APL_KRO_Statue_Norm_Stack
1,172EF1F2,Krogan_Marble
1,F82DCA71,Damaged
1,1701218A,Geth_Pike_Diff
1,1F2C3891,Geth_Pike_Norm
1,06F165B2,Geth_Pike_Spwr
1,F3769438,Cargo_Container_01_Diff
1,15C69D70,Cargo_Container_01_Norm
1,ACF20AE4,Cargo_Container_Diff
1,102F8285,Cargo_Container_Norm
1,294989C4,ForceField_Door_Emiss
1,CA9AF06A,ForceField_Door_Emiss_02
1,365A1F4D,ForceField_Door_Emiss
1,649A5F96,SmokeFB03_NORM
1,649A5F96,SmokeFB03_NORM02
1,48A44A95,SmokeFB02
1,48A44A95,SmokeFB03
1,5C96FCBE,bunker_trims01_DIFF
1,7D4F5AA4,bunker_trims01_norm
1,2352F929,bunker_WALL01_DIFF
1,1FE4DE9F,bunker_WALL01_norm
1,5763316E,end80_antenna_diff02
1,050D4720,REFManDoor_Diff
1,13400793,REFStdDoor_Diff
1,E94A63E3,REFVehDoor-Left_Diff
1,1B035D02,REFVehDoor-Right_Diff
1,123E06A1,MiraCore_B
1,123E06A1,MiraCore_X
1,123E06A1,MiraCore_Y
1,ECCFE15D,MiraCore
1,3360681B,NorDoc01_DIFF
1,3CA6AEEB,NorDoc01_Norm
1,80DA9A37,NorDoc02_DIFF
1,26D9FEC5,NorDoc02_Norm
1,E7766493,NorDocClamp_DIFF
1,09BDA478,NorDocClamp_Norm
1,5336310D,Bank_Machine_01_Diff
1,80F6293D,Bank_Machine_01_Emm
1,3B140092,Bank_Machine_01_Norm
1,7D0F8366,Bank_Machine_01_Screen_Tmp
1,ADC3DDF1,Bank_Machine_01_Spec
1,5657A6D6,Bank_Machine_01_Spec_Pwr
1,64AA7510,Bank_Machine_01_Tmask
1,900164EB,Cab_Hologram
1,03CE2BA0,hologram_Prefab_VFX_Preview
1,B995686C,CubemapFace0
1,B995686C,CubemapFace1
1,B995686C,CubemapFace2
1,B995686C,CubemapFace3
1,B995686C,CubemapFace4
1,B995686C,CubemapFace5
1,A686818B,Chair_Bar_01_Diff
1,ADD52E56,Chair_Bar_01_Norm
1,B995686C,Chair_Bar_01_Reflection
1,EEBC666A,Chair_Bar_01_Spec
1,2E54DB13,Chair_Bar_01_Spwr
1,52F5ACEB,Chair_Bar_01_Tmis
